probe	SYMBOL	ENTREZID	Length
ENSG00000204574.12	ABCF1	23	4523
ENSG00000105856.13	HBP1	26959	6351
ENSG00000198466.11	ZNF587	84914	7350
ENSG00000101849.15	TBL1X	6907	7009
ENSG00000143341.11	HMCN1	83872	18579
ENSG00000101138.11	CSTF1	1477	4800
ENSG00000176532.3	PRR15	222171	1982
ENSG00000168092.13	PAFAH1B2	5049	7104
ENSG00000125999.10	BPIFB1	92747	3101
ENSG00000116161.17	CACYBP	27101	4511
ENSG00000138078.15	PREPL	9581	8153
ENSG00000100852.12	ARHGAP5	394	10888
ENSG00000262902.1	MTCO1P40	107075172	625
ENSG00000115806.12	GORASP2	26003	5340
ENSG00000188313.12	PLSCR1	5359	4340
ENSG00000140497.16	SCAMP2	10066	5000
ENSG00000175387.15	SMAD2	4087	36366
ENSG00000174851.15	YIF1A	10897	2370
ENSG00000013288.8	MAN2B2	23324	8898
ENSG00000130529.15	TRPM4	54795	6604
ENSG00000213923.11	CSNK1E	1454	6246
ENSG00000165650.11	PDZD8	118987	9881
ENSG00000064932.15	SBNO2	22904	6626
ENSG00000215424.9	MCM3AP-AS1	114044	7605
ENSG00000166483.10	WEE1	7465	9239
ENSG00000163171.7	CDC42EP3	10602	10406
ENSG00000188559.13	RALGAPA2	57186	11366
ENSG00000117226.11	GBP3	2635	4297
ENSG00000161800.12	RACGAP1	29127	4487
ENSG00000100911.15	PSME2	5721	3582
ENSG00000162817.6	C1orf115	79762	3413
ENSG00000139163.15	ETNK1	55500	8191
ENSG00000084652.15	TXLNA	200081	5103
ENSG00000166535.19	A2ML1	144568	7303
ENSG00000145349.16	CAMK2D	817	7363
ENSG00000140464.19	PML	5371	12657
ENSG00000169926.10	KLF13	51621	9409
ENSG00000159128.14	IFNGR2	3460	2960
ENSG00000100170.9	SLC5A1	6523	5310
ENSG00000198792.12	TMEM184B	25829	7080
ENSG00000105974.11	CAV1	857	4082
ENSG00000065882.15	TBC1D1	23216	9032
ENSG00000004139.13	SARM1	23098	11137
ENSG00000103024.7	NME3	4832	1445
ENSG00000185432.11	TMT1A	25840	4083
ENSG00000063015.19	SEZ6	124925	5115
ENSG00000143106.12	PSMA5	5686	5724
ENSG00000103942.12	HOMER2	9455	14685
ENSG00000157764.12	BRAF	673	10380
ENSG00000056586.15	RC3H2	54542	11545
ENSG00000115339.13	GALNT3	2591	4686
ENSG00000168802.12	CHTF8	54921	3383
ENSG00000077380.15	DYNC1I2	1781	4695
ENSG00000158623.14	COPG2	26958	4139
ENSG00000124789.11	NUP153	9972	6030
ENSG00000182196.13	ARL6IP4	51329	2781
ENSG00000121753.12	ADGRB2	576	7756
ENSG00000143376.12	SNX27	81609	7467
ENSG00000249007.1	NA	NA	987
ENSG00000136868.10	SLC31A1	1317	5127
ENSG00000198648.10	STK39	27347	4247
ENSG00000196656.7	NA	NA	498
ENSG00000132405.18	TBC1D14	57533	6241
ENSG00000000971.15	CFH	3075	8145
ENSG00000128833.12	MYO5C	55930	10045
ENSG00000079785.14	DDX1	1653	3833
ENSG00000110066.14	KMT5B	51111	8632
ENSG00000100139.13	MICALL1	85377	5968
ENSG00000100105.17	PATZ1	23598	5693
ENSG00000103479.15	RBL2	5934	7320
ENSG00000151893.14	CACUL1	143384	12406
ENSG00000151176.7	PLBD2	196463	5260
ENSG00000119411.10	BSPRY	54836	2339
ENSG00000267261.5	NA	NA	1199
ENSG00000262211.1	NA	NA	797
ENSG00000198730.7	CTR9	9646	5562
ENSG00000180776.15	ZDHHC20	253832	5574
ENSG00000167930.15	FAM234A	83986	4699
ENSG00000137767.13	SQOR	58472	3088
ENSG00000240800.1	NA	NA	540
ENSG00000119844.15	AFTPH	54812	5767
ENSG00000113522.13	RAD50	10111	9771
ENSG00000185627.17	PSMD13	5719	4767
ENSG00000175063.16	UBE2C	11065	1286
ENSG00000102882.11	MAPK3	5595	3669
ENSG00000164309.14	CMYA5	202333	14179
ENSG00000185133.13	INPP5J	27124	4822
ENSG00000259527.2	LINC00052	145978	1966
ENSG00000169180.11	XPO6	23214	7065
ENSG00000240184.6	PCDHGC3	5098	5432
ENSG00000185787.14	MORF4L1	10933	6584
ENSG00000157110.15	RBPMS	11030	8931
ENSG00000166482.11	MFAP4	4239	2152
ENSG00000063245.14	EPN1	29924	17616
ENSG00000272335.1	NA	NA	2517
ENSG00000232176.1	RPS6P10	100270865	712
ENSG00000165323.15	FAT3	120114	19280
ENSG00000157404.15	KIT	3815	5563
ENSG00000163946.13	TASOR	23272	9824
ENSG00000108395.13	TRIM37	4591	5482
ENSG00000091138.12	SLC26A3	1811	3382
ENSG00000134453.15	RBM17	84991	6419
ENSG00000108061.11	SHOC2	8036	4429
ENSG00000167081.16	PBX3	5090	4529
ENSG00000174348.13	PODN	127435	4900
ENSG00000196961.12	AP2A1	160	8746
ENSG00000170571.11	EMB	133418	5257
ENSG00000153815.16	CMIP	80790	12715
ENSG00000082497.11	SERTAD4	56256	5467
ENSG00000176890.15	TYMS	7298	2470
ENSG00000111077.17	TNS2	23371	8093
ENSG00000071794.15	HLTF	6596	6024
ENSG00000101146.12	RAE1	8480	5855
ENSG00000261771.5	DNAAF4-CCPG1	100533483	4589
ENSG00000111602.11	TIMELESS	8914	5818
ENSG00000198836.8	OPA1	4976	8448
ENSG00000159023.19	EPB41	2035	10739
ENSG00000129167.9	TPH1	7166	5626
ENSG00000184347.14	SLIT3	6586	14260
ENSG00000153317.14	ASAP1	50807	8280
ENSG00000213614.9	HEXA	3073	12611
ENSG00000172250.14	NA	NA	1742
ENSG00000111961.17	SASH1	23328	11143
ENSG00000067900.7	ROCK1	6093	11113
ENSG00000213430.6	NA	NA	1726
ENSG00000166819.11	PLIN1	5346	3797
ENSG00000186818.12	LILRB4	11006	6328
ENSG00000090615.14	GOLGA3	2802	10549
ENSG00000109320.11	NFKB1	4790	6257
ENSG00000018510.13	AGPS	8540	8745
ENSG00000100968.13	NFATC4	4776	8437
ENSG00000188042.7	ARL4C	10123	4013
ENSG00000126778.8	SIX1	6495	5430
ENSG00000160211.15	G6PD	2539	3709
ENSG00000130340.15	SNX9	51429	4637
ENSG00000152580.8	IGSF10	285313	11727
ENSG00000126457.21	PRMT1	3276	4796
ENSG00000106605.10	BLVRA	644	1821
ENSG00000267795.5	SMIM22	440335	1762
ENSG00000081692.12	JMJD4	65094	4315
ENSG00000213024.11	NUP62	23636	6020
ENSG00000100302.6	RASD2	23551	3412
ENSG00000120093.11	HOXB3	3213	7456
ENSG00000257950.3	P2RX5-TAX1BP3	100533970	5905
ENSG00000178950.16	GAK	2580	15155
ENSG00000137216.18	TMEM63B	55362	4425
ENSG00000084774.13	CAD	790	8422
ENSG00000106628.10	POLD2	5425	3695
ENSG00000125520.13	SLC2A4RG	56731	2244
ENSG00000160216.18	AGPAT3	56894	11296
ENSG00000167792.11	NDUFV1	4723	4154
ENSG00000103275.19	UBE2I	7329	9679
ENSG00000025293.16	PHF20	51230	8383
ENSG00000117500.12	TMED5	50999	9423
ENSG00000182957.15	SPATA13	221178	9948
ENSG00000138363.14	ATIC	471	3928
ENSG00000188603.18	CLN3	1201	9858
ENSG00000014824.13	SLC30A9	10463	7225
ENSG00000139044.10	B4GALNT3	283358	6357
ENSG00000184117.11	NIPSNAP1	8508	3067
ENSG00000279296.1	NA	NA	3286
ENSG00000109919.9	MTCH2	23788	2897
ENSG00000211935.3	IGHV1-3	28473	395
ENSG00000176619.12	LMNB2	84823	5432
ENSG00000112079.8	STK38	11329	3576
ENSG00000250696.5	LOC105377267	105377267	3025
ENSG00000146247.13	PHIP	55023	13252
ENSG00000104695.12	PPP2CB	5516	4516
ENSG00000213281.4	NRAS	4893	4449
ENSG00000252010.1	SCARNA5	677775	276
ENSG00000100385.13	IL2RB	3560	4700
ENSG00000050165.17	DKK3	27122	5059
ENSG00000283782.1	NA	NA	8961
ENSG00000107341.4	UBE2R2	54926	4075
ENSG00000106789.12	CORO2A	7464	5717
ENSG00000178878.12	APOLD1	81575	7243
ENSG00000100320.22	RBFOX2	23543	10014
ENSG00000112159.11	MDN1	23195	18602
ENSG00000110047.17	EHD1	10938	7101
ENSG00000100811.12	YY1	7528	8720
ENSG00000115307.16	AUP1	550	2634
ENSG00000005812.10	FBXL3	26224	7082
ENSG00000167671.11	UBXN6	80700	5275
ENSG00000114861.18	FOXP1	27086	13628
ENSG00000054523.17	KIF1B	23095	17720
ENSG00000121413.12	ZSCAN18	65982	8307
ENSG00000136279.20	DBNL	28988	12587
ENSG00000179526.16	SHARPIN	81858	2783
ENSG00000166949.15	SMAD3	4088	9113
ENSG00000166821.8	PEX11A	8800	3171
ENSG00000090020.10	SLC9A1	6548	5974
ENSG00000170876.7	TMEM43	79188	3572
ENSG00000122884.12	P4HA1	5033	3093
ENSG00000130733.10	YIPF2	78992	2518
ENSG00000261832.6	CLN3	1201	4192
ENSG00000147642.16	SYBU	55638	7024
ENSG00000138029.13	HADHB	3032	4280
ENSG00000012963.14	UBR7	55148	3694
ENSG00000100227.17	POLDIP3	84271	3650
ENSG00000122068.12	FYTTD1	84248	8025
ENSG00000169715.14	MT1E	4493	1052
ENSG00000109736.14	MFSD10	10227	3159
ENSG00000132967.9	NA	NA	1111
ENSG00000174238.14	PITPNA	5306	4784
ENSG00000101084.17	RAB5IF	55969	1549
ENSG00000173744.17	AGFG1	3267	9321
ENSG00000162458.12	FBLIM1	54751	4716
ENSG00000187239.16	FNBP1	23048	6600
ENSG00000177951.17	BET1L	51272	3868
ENSG00000086570.12	FAT2	2196	14537
ENSG00000072135.12	PTPN18	26469	5774
ENSG00000164163.10	ABCE1	6059	6265
ENSG00000134028.14	ADAMDEC1	27299	2438
ENSG00000132128.16	LRRC41	10489	8606
ENSG00000187954.12	ZFTRAF1	50626	9787
ENSG00000151388.10	ADAMTS12	81792	9778
ENSG00000125967.16	NECAB3	63941	4342
ENSG00000100804.18	PSMB5	5693	1765
ENSG00000263020.6	NA	NA	2524
ENSG00000119922.9	IFIT2	3433	4101
ENSG00000105176.17	URI1	8725	5432
ENSG00000132561.13	MATN2	4147	6933
ENSG00000272196.2	NA	NA	564
ENSG00000151366.12	NDUFC2	4718	2652
ENSG00000146278.10	PNRC1	10957	2992
ENSG00000102531.16	FNDC3A	22862	7698
ENSG00000068305.17	MEF2A	4205	6925
ENSG00000070718.11	AP3M2	10947	6276
ENSG00000163064.6	EN1	2019	2886
ENSG00000043143.20	JADE2	23338	9877
ENSG00000232472.1	EEF1B2P3	644820	678
ENSG00000124181.14	PLCG1	5335	9648
ENSG00000140350.15	ANP32A	8125	7544
ENSG00000050344.8	NFE2L3	9603	4249
ENSG00000075539.13	FRYL	285527	18152
ENSG00000002933.7	TMEM176A	55365	3479
ENSG00000157500.10	APPL1	26060	7033
ENSG00000169375.15	SIN3A	25942	12453
ENSG00000129515.18	SNX6	58533	4105
ENSG00000135932.10	CAB39	51719	5360
ENSG00000258555.6	SPECC1L-ADORA2A	101730217	6204
ENSG00000109079.9	TNFAIP1	7126	3889
ENSG00000244462.7	RBM12	10137	6702
ENSG00000151846.8	PABPC3	5042	3387
ENSG00000097007.17	ABL1	25	6276
ENSG00000091436.16	MAP3K20	51776	13799
ENSG00000156689.6	GLYATL2	219970	1838
ENSG00000119471.14	HSDL2	84263	3455
ENSG00000149573.8	MPZL2	10205	4753
ENSG00000196517.11	SLC6A9	6536	5159
ENSG00000116459.10	ATP5PB	515	3383
ENSG00000115419.12	GLS	2744	9827
ENSG00000123933.16	MXD4	10608	7058
ENSG00000144579.7	CTDSP1	58190	4727
ENSG00000225663.7	MCRIP1	348262	3726
ENSG00000143294.14	PRCC	5546	4108
ENSG00000112902.11	SEMA5A	9037	12097
ENSG00000100266.18	PACSIN2	11252	4554
ENSG00000114857.17	NKTR	4820	17356
ENSG00000164244.20	PRRC1	133619	9064
ENSG00000276547.1	PCDHGB5	56101	4851
ENSG00000132481.6	TRIM47	91107	3142
ENSG00000270024.5	NA	NA	2970
ENSG00000154277.12	UCHL1	7345	2282
ENSG00000183508.4	TENT5C	54855	5751
ENSG00000091483.6	FH	2271	2142
ENSG00000178429.9	RPS3AP5	439992	821
ENSG00000182118.7	FAM89A	375061	2394
ENSG00000093167.17	LRRFIP2	9209	10644
ENSG00000143815.14	LBR	3930	5257
ENSG00000127837.9	AAMP	14	3140
ENSG00000135525.18	MAP7	9053	5447
ENSG00000143575.14	HAX1	10456	2155
ENSG00000119596.17	YLPM1	56252	14876
ENSG00000170745.11	KCNS3	3790	3131
ENSG00000178538.9	CA8	767	5783
ENSG00000130669.17	PAK4	10298	7115
ENSG00000160271.14	RALGDS	5900	7624
ENSG00000102898.11	NUTF2	10204	3895
ENSG00000181610.12	MRPS23	51649	6379
ENSG00000223573.6	TINCR	257000	3925
ENSG00000064763.10	FAR2	55711	5411
ENSG00000075151.20	EIF4G3	8672	9596
ENSG00000143314.12	MRPL24	79590	1695
ENSG00000148308.17	GTF3C5	9328	3592
ENSG00000106299.7	WASL	8976	4435
ENSG00000161533.11	ACOX1	51	8472
ENSG00000125834.12	STK35	140901	7055
ENSG00000130487.5	KLHDC7B	113730	2991
ENSG00000122203.14	KIAA1191	57179	3973
ENSG00000126749.14	EMG1	10436	5600
ENSG00000186470.13	BTN3A2	11118	7042
ENSG00000159713.10	TPPP3	51673	2618
ENSG00000137193.13	PIM1	5292	2977
ENSG00000011451.17	WIZ	58525	7965
ENSG00000211976.2	IGHV3-73	28409	437
ENSG00000171862.10	PTEN	5728	11581
ENSG00000241837.6	ATP5PO	539	3336
ENSG00000167770.11	OTUB1	55611	5336
ENSG00000164976.8	MYORG	57462	6398
ENSG00000242498.7	ARPIN	348110	8594
ENSG00000173267.13	SNCG	6623	1247
ENSG00000161813.21	LARP4	113251	8112
ENSG00000080845.17	DLGAP4	22839	8789
ENSG00000108306.11	FBXL20	84961	11038
ENSG00000153207.14	AHCTF1	25909	9609
ENSG00000003756.16	RBM5	10181	10368
ENSG00000076685.18	NT5C2	22978	5156
ENSG00000108055.9	SMC3	9126	4275
ENSG00000168621.14	GDNF	2668	4273
ENSG00000186918.13	ZNF395	55893	5819
ENSG00000153721.18	CNKSR3	154043	21564
ENSG00000163472.18	TMEM79	84283	3067
ENSG00000071282.11	LMCD1	29995	9130
ENSG00000172974.11	NA	NA	881
ENSG00000140836.14	ZFHX3	463	17503
ENSG00000114942.13	EEF1B2	1933	1915
ENSG00000184454.6	NCMAP	400746	4122
ENSG00000215845.10	TSTD1	100131187	1210
ENSG00000138162.18	TACC2	10579	18844
ENSG00000170500.12	LONRF2	164832	13933
ENSG00000141002.19	TCF25	22980	7967
ENSG00000062650.17	WAPL	23063	7280
ENSG00000114737.15	CISH	1154	5112
ENSG00000010017.12	RANBP9	10048	3347
ENSG00000153904.18	DDAH1	23576	4572
ENSG00000113594.9	LIFR	3977	11864
ENSG00000028116.16	VRK2	7444	3509
ENSG00000112640.14	PPP2R5D	5528	3314
ENSG00000263244.2	NA	NA	8334
ENSG00000129562.10	DAD1	1603	808
ENSG00000102908.20	NFAT5	10725	16401
ENSG00000176170.13	SPHK1	8877	4416
ENSG00000143337.18	TOR1AIP1	26092	9615
ENSG00000110077.14	MS4A6A	64231	5791
ENSG00000111843.13	TMEM14C	51522	1321
ENSG00000127824.13	TUBA4A	7277	4079
ENSG00000160679.12	CHTOP	26097	5625
ENSG00000167721.10	TSR1	55720	5545
ENSG00000197258.5	NA	NA	1828
ENSG00000150459.12	SAP18	10284	3396
ENSG00000119787.13	ATL2	64225	4884
ENSG00000213983.11	AP1G2	8906	6897
ENSG00000198677.10	SKIC3	9652	8092
ENSG00000143740.14	SNAP47	116841	6580
ENSG00000175265.17	GOLGA8A	23015	6750
ENSG00000118900.14	UBN1	29855	8551
ENSG00000184363.9	PKP3	11187	3787
ENSG00000163159.12	VPS72	6944	4545
ENSG00000145911.5	N4BP3	23138	6080
ENSG00000139645.9	ANKRD52	283373	8820
ENSG00000131100.12	ATP6V1E1	529	3212
ENSG00000137726.16	FXYD6	53826	5137
ENSG00000035928.15	RFC1	5981	6719
ENSG00000153914.15	SREK1	140890	18240
ENSG00000182841.12	NA	NA	5092
ENSG00000225339.3	NA	NA	8287
ENSG00000066855.15	MTFR1	9650	4629
ENSG00000174705.12	SH3PXD2B	285590	8242
ENSG00000113580.14	NR3C1	2908	9172
ENSG00000082701.14	GSK3B	2932	8006
ENSG00000177359.17	OVOS2	144203	5471
ENSG00000173210.19	ABLIM3	22885	7225
ENSG00000213300.5	NA	NA	1006
ENSG00000157540.19	DYRK1A	1859	10213
ENSG00000272752.6	STAG3L5P	101735302	3816
ENSG00000118515.11	SGK1	6446	9992
ENSG00000166272.16	WBP1L	54838	4281
ENSG00000116991.10	SIPA1L2	57568	7641
ENSG00000096070.19	BRPF3	27154	6613
ENSG00000137804.12	NUSAP1	51203	2875
ENSG00000100714.15	MTHFD1	4522	9377
ENSG00000141574.7	SECTM1	6398	2961
ENSG00000106348.16	IMPDH1	3614	3662
ENSG00000158850.14	B4GALT3	8703	3890
ENSG00000139180.10	NDUFA9	4704	10391
ENSG00000204209.11	DAXX	1616	3681
ENSG00000111581.9	NUP107	57122	8320
ENSG00000162733.16	DDR2	4921	10730
ENSG00000196715.5	VKORC1L1	154807	5899
ENSG00000141378.14	PTRH2	51651	4740
ENSG00000110719.9	TCIRG1	10312	4384
ENSG00000107099.15	DOCK8	81704	13784
ENSG00000145545.11	SRD5A1	6715	7715
ENSG00000186635.14	ARAP1	116985	9056
ENSG00000039560.13	RAI14	26064	7687
ENSG00000115365.11	LANCL1	10314	5254
ENSG00000132424.14	PNISR	25957	10870
ENSG00000166681.13	BEX3	27018	1080
ENSG00000011105.12	TSPAN9	10867	6905
ENSG00000104635.13	SLC39A14	23516	6942
ENSG00000224411.3	NA	NA	2196
ENSG00000019144.18	PHLDB1	23187	21722
ENSG00000182985.17	CADM1	23705	11017
ENSG00000128739.21	SNRPN	6638	2929
ENSG00000119535.17	CSF3R	1441	8429
ENSG00000235173.6	HGH1	51236	2814
ENSG00000149658.17	YTHDF1	54915	3301
ENSG00000197702.11	PARVA	55742	8294
ENSG00000099817.11	POLR2E	5434	4865
ENSG00000006327.13	TNFRSF12A	51330	1848
ENSG00000074319.12	TSG101	7251	3839
ENSG00000162496.8	DHRS3	9249	3036
ENSG00000111229.15	ARPC3	10094	3025
ENSG00000164985.14	PSIP1	11168	6768
ENSG00000115963.13	RND3	390	3594
ENSG00000100207.18	TCF20	6942	7548
ENSG00000180353.10	HCLS1	3059	5093
ENSG00000145734.18	BDP1	55814	12436
ENSG00000115355.15	CCDC88A	55704	14537
ENSG00000182107.6	TMEM30B	161291	4471
ENSG00000225071.1	NA	NA	348
ENSG00000134686.18	PHC2	1912	4975
ENSG00000203499.11	IQANK1	642574	4982
ENSG00000074657.13	ZNF532	55205	11951
ENSG00000095637.21	SORBS1	10580	10819
ENSG00000163879.10	DNALI1	7802	4456
ENSG00000172830.12	SSH3	54961	3641
ENSG00000101236.16	RNF24	11237	7668
ENSG00000114982.17	KANSL3	55683	9015
ENSG00000166295.8	ANAPC16	119504	4324
ENSG00000137496.17	IL18BP	10068	4323
ENSG00000166333.13	ILK	3611	3484
ENSG00000100632.10	ERH	2079	1446
ENSG00000145050.15	MANF	7873	2111
ENSG00000078098.13	FAP	2191	7003
ENSG00000112658.7	SRF	6722	4202
ENSG00000196470.11	SIAH1	6477	6725
ENSG00000116580.18	GON4L	54856	11967
ENSG00000164062.12	APEH	327	4669
ENSG00000138166.5	DUSP5	1847	2615
ENSG00000181104.6	F2R	2149	4066
ENSG00000068912.13	ERLEC1	27248	2592
ENSG00000198793.12	MTOR	2475	12119
ENSG00000132612.15	VPS4A	27183	5670
ENSG00000110436.11	SLC1A2	6506	12331
ENSG00000137710.14	RDX	5962	6592
ENSG00000188257.10	PLA2G2A	5320	1685
ENSG00000256646.7	NA	NA	3068
ENSG00000136930.12	PSMB7	5695	1787
ENSG00000100095.18	SEZ6L	23544	7149
ENSG00000284135.1	MIR3654	100500804	56
ENSG00000114331.13	ACAP2	23527	11139
ENSG00000085365.17	SCAMP1	9522	5106
ENSG00000076864.19	RAP1GAP	5909	5755
ENSG00000141258.12	SGSM2	9905	9771
ENSG00000253846.2	PCDHGA10	56106	6643
ENSG00000153561.12	RMND5A	64795	6804
ENSG00000141582.14	CBX4	8535	2880
ENSG00000124205.15	EDN3	1908	2675
ENSG00000078304.19	PPP2R5C	5527	14289
ENSG00000183309.11	ZNF623	9831	7146
ENSG00000142784.15	WDTC1	23038	6024
ENSG00000074842.7	MYDGF	56005	1678
ENSG00000165916.8	PSMC3	5702	2276
ENSG00000090273.13	NUDC	10726	2856
ENSG00000196188.10	CTSE	1510	2671
ENSG00000236060.2	NA	NA	256
ENSG00000135250.16	SRPK2	6733	6341
ENSG00000124587.13	PEX6	5190	3499
ENSG00000203667.9	COX20	116228	4864
ENSG00000181722.16	ZBTB20	26137	31872
ENSG00000169756.16	LIMS1	3987	7771
ENSG00000113389.15	NPR3	4883	9866
ENSG00000127564.16	PKMYT1	9088	5034
ENSG00000171992.12	SYNPO	11346	10258
ENSG00000168214.20	RBPJ	3516	9253
ENSG00000244734.3	HBB	3043	1179
ENSG00000198931.10	APRT	353	1803
ENSG00000135269.17	TES	26136	4280
ENSG00000104067.16	TJP1	7082	11265
ENSG00000173272.15	MZT2A	653784	4093
ENSG00000144724.19	PTPRG	5793	14629
ENSG00000072071.16	ADGRL1	22859	8487
ENSG00000228474.5	OST4	100128731	719
ENSG00000180198.15	RCC1	1104	3888
ENSG00000141564.13	RPTOR	57521	9389
ENSG00000244187.7	TMEM141	85014	1443
ENSG00000227500.9	SCAMP4	113178	6953
ENSG00000123213.22	NLN	57486	10948
ENSG00000120725.12	SIL1	64374	4011
ENSG00000101577.9	LPIN2	9663	6800
ENSG00000102003.10	SYP	6855	5215
ENSG00000113328.18	CCNG1	900	3096
ENSG00000151135.9	TMEM263	90488	4768
ENSG00000100075.9	SLC25A1	6576	2096
ENSG00000161057.11	PSMC2	5701	3547
ENSG00000125755.18	SYMPK	8189	10628
ENSG00000219928.2	NA	NA	174
ENSG00000099797.13	TECR	9524	5749
ENSG00000104998.3	IL27RA	9466	2962
ENSG00000122679.8	RAMP3	10268	1427
ENSG00000227063.5	NA	NA	81
ENSG00000129675.15	ARHGEF6	9459	6434
ENSG00000137177.19	KIF13A	63971	11126
ENSG00000140853.15	NLRC5	84166	12386
ENSG00000127324.8	TSPAN8	7103	2519
ENSG00000180357.9	ZNF609	23060	12112
ENSG00000206527.9	HACD2	201562	5351
ENSG00000219200.11	RNASEK	440400	1789
ENSG00000136040.8	PLXNC1	10154	9887
ENSG00000007541.16	PIGQ	9091	7904
ENSG00000149177.12	PTPRJ	5795	9620
ENSG00000101441.4	CST4	1472	751
ENSG00000166986.14	MARS1	4141	7028
ENSG00000081320.10	STK17B	9262	6580
ENSG00000164116.16	GUCY1A1	2982	5766
ENSG00000069248.11	NUP133	55746	6080
ENSG00000236439.4	NA	NA	254
ENSG00000140553.17	UNC45A	55898	7498
ENSG00000184557.4	SOCS3	9021	2734
ENSG00000171401.14	KRT13	3860	2913
ENSG00000239789.5	MRPS17	51373	2159
ENSG00000159131.16	GART	2618	7751
ENSG00000237649.7	KIFC1	3833	3345
ENSG00000130935.9	NOL11	25926	4713
ENSG00000138107.12	ACTR1A	10121	4654
ENSG00000067798.14	NAV3	89795	12135
ENSG00000140262.17	TCF12	6938	9446
ENSG00000117691.9	NENF	29937	1297
ENSG00000187391.19	MAGI2	9863	31529
ENSG00000149480.6	MTA2	9219	4236
ENSG00000151348.13	EXT2	2132	5286
ENSG00000012822.15	CALCOCO1	57658	8898
ENSG00000105640.12	RPL18A	6142	3527
ENSG00000151276.23	MAGI1	9223	11649
ENSG00000177311.11	ZBTB38	253461	14243
ENSG00000111775.2	COX6A1	1337	1344
ENSG00000156162.16	DPY19L4	286148	7136
ENSG00000151150.21	ANK3	288	25614
ENSG00000156030.13	MIDEAS	91748	13484
ENSG00000116871.15	MAP7D1	55700	5271
ENSG00000116741.7	RGS2	5997	2096
ENSG00000143437.20	ARNT	405	6516
ENSG00000159842.14	ABR	29	11709
ENSG00000259522.3	NA	NA	4351
ENSG00000253953.2	PCDHGB4	8641	6906
ENSG00000111261.13	MANSC1	54682	6015
ENSG00000130024.14	PHF10	55274	5534
ENSG00000111269.2	CREBL2	1389	3922
ENSG00000125676.19	THOC2	57187	10277
ENSG00000146007.10	ZMAT2	153527	1812
ENSG00000013441.15	CLK1	1195	5170
ENSG00000230409.3	NA	NA	906
ENSG00000167183.2	PRR15L	79170	1519
ENSG00000117859.18	OSBPL9	114883	9523
ENSG00000175348.10	TMEM9B	56674	3064
ENSG00000205133.11	TRIQK	286144	6724
ENSG00000100241.20	SBF1	6305	9441
ENSG00000100138.13	SNU13	4809	2780
ENSG00000102554.13	KLF5	688	3893
ENSG00000109133.12	TMEM33	55161	8240
ENSG00000206560.11	ANKRD28	23243	11276
ENSG00000107816.17	LZTS2	84445	6547
ENSG00000219507.4	NA	NA	514
ENSG00000122958.14	VPS26A	9559	3565
ENSG00000211452.10	DIO1	1733	2282
ENSG00000127463.13	EMC1	23065	10650
ENSG00000163939.18	PBRM1	55193	9654
ENSG00000185359.12	HGS	9146	8254
ENSG00000187079.16	TEAD1	7003	10279
ENSG00000055483.19	USP36	57602	9235
ENSG00000214357.8	NEURL1B	54492	6424
ENSG00000153214.9	TMEM87B	84910	5367
ENSG00000107742.12	SPOCK2	9806	6569
ENSG00000137815.14	RTF1	23168	5770
ENSG00000267023.5	NA	NA	3815
ENSG00000164830.18	OXR1	55074	7079
ENSG00000121691.4	CAT	847	3347
ENSG00000259171.1	NA	NA	1498
ENSG00000008710.19	PKD1	5310	18532
ENSG00000100883.11	SRP54	6729	3903
ENSG00000001461.16	NIPAL3	57185	9404
ENSG00000101109.11	STK4	6789	9075
ENSG00000149084.12	HSD17B12	51144	7838
ENSG00000135823.13	STX6	10228	6477
ENSG00000052802.12	MSMO1	6307	2892
ENSG00000150347.14	ARID5B	84159	8164
ENSG00000134375.10	TIMM17A	10440	3513
ENSG00000138641.15	HERC3	8916	8634
ENSG00000144063.3	MALL	7851	3167
ENSG00000164850.14	GPER1	2852	3149
ENSG00000105426.16	PTPRS	5802	8565
ENSG00000169035.11	KLK7	5650	2434
ENSG00000262576.2	PCDHGA4	56111	4887
ENSG00000111144.9	LTA4H	4048	7350
ENSG00000213860.4	RPL21P75	728501	483
ENSG00000001629.9	ANKIB1	54467	7130
ENSG00000166562.8	SEC11C	90701	4511
ENSG00000163050.16	COQ8A	56997	7797
ENSG00000179271.2	GADD45GIP1	90480	1782
ENSG00000187210.12	GCNT1	2650	6463
ENSG00000118200.14	CAMSAP2	23271	7777
ENSG00000091140.13	DLD	1738	5299
ENSG00000143545.8	RAB13	5872	2751
ENSG00000105983.20	LMBR1	64327	11819
ENSG00000137337.14	MDC1	9656	8064
ENSG00000254221.2	PCDHGB1	56104	4773
ENSG00000146963.17	LUC7L2	51631	6316
ENSG00000151491.12	EPS8	2059	6200
ENSG00000143409.15	MINDY1	55793	3792
ENSG00000084676.15	NCOA1	8648	8633
ENSG00000026297.15	RNASET2	8635	7643
ENSG00000160113.5	NR2F6	2063	2676
ENSG00000022267.16	FHL1	2273	5997
ENSG00000218283.2	NA	NA	967
ENSG00000104112.8	SCG3	29106	3315
ENSG00000119321.8	FKBP15	23307	11060
ENSG00000124493.13	GRM4	2914	16300
ENSG00000134318.13	ROCK2	9475	10145
ENSG00000158714.10	SLAMF8	56833	2996
ENSG00000211455.7	STK38L	23012	6921
ENSG00000106588.10	PSMA2	5683	5336
ENSG00000223361.5	NA	NA	930
ENSG00000147669.10	POLR2K	5440	1711
