probe	SYMBOL	ENTREZID
ENSG00000168131.4	OR2B2	81697
ENSG00000168135.4	KCNJ4	3761
ENSG00000168137.15	SETD5	55209
ENSG00000168140.4	VASN	114990
ENSG00000168143.8	FAM83B	222584
ENSG00000168148.3	HIST3H3	8290
ENSG00000168152.12	THAP9	79725
ENSG00000168158.3	OR2C1	4993
ENSG00000168159.11	RNF187	149603
ENSG00000168172.8	HOOK3	84376
ENSG00000168175.14	MAPK1IP1L	93487
ENSG00000168209.4	DDIT4	54541
ENSG00000168214.20	RBPJ	3516
ENSG00000168216.10	LMBRD1	55788
ENSG00000168228.14	ZCCHC4	29063
ENSG00000168229.3	PTGDR	5729
ENSG00000168234.12	TTC39C	125488
ENSG00000168237.17	GLYCTK	132158
ENSG00000168243.10	GNG4	2786
ENSG00000168246.5	UBTD2	92181
ENSG00000168255.19	POLR2J3	548644
ENSG00000168256.17	NKIRAS2	28511
ENSG00000168259.14	DNAJC7	7266
ENSG00000168263.8	KCNV2	169522
ENSG00000168264.10	IRF2BP2	359948
ENSG00000168267.6	PTF1A	256297
ENSG00000168268.10	NT5DC2	64943
ENSG00000168269.8	FOXI1	2299
ENSG00000168273.7	SMIM4	NA
ENSG00000168275.14	COA6	388753
ENSG00000168280.16	KIF5C	3800
ENSG00000168282.5	MGAT2	4247
ENSG00000168283.13	BMI1	648
ENSG00000168286.2	THAP11	57215
ENSG00000168288.12	MMADHC	27249
ENSG00000168291.12	PDHB	5162
ENSG00000168297.15	PXK	54899
ENSG00000168298.6	HIST1H1E	3008
ENSG00000168300.13	PCMTD1	115294
ENSG00000168301.12	KCTD6	200845
ENSG00000168303.6	MPLKIP	136647
ENSG00000168306.12	ACOX2	8309
ENSG00000168309.16	FAM107A	11170
ENSG00000168310.10	IRF2	3660
ENSG00000168314.17	MOBP	4336
ENSG00000168329.13	CX3CR1	1524
ENSG00000168333.13	C8orf22	492307
ENSG00000168334.8	XIRP1	165904
ENSG00000168348.3	INSM2	84684
ENSG00000168350.7	DEGS2	123099
ENSG00000168356.11	SCN11A	11280
ENSG00000168374.10	ARF4	378
ENSG00000168385.17	SEPT2	4735
ENSG00000168386.18	FILIP1L	11259
ENSG00000168389.17	MFSD2A	84879
ENSG00000168393.12	DTYMK	1841
ENSG00000168394.10	TAP1	6890
ENSG00000168395.15	ING5	84289
ENSG00000168397.16	ATG4B	23192
ENSG00000168398.6	BDKRB2	624
ENSG00000168404.12	MLKL	197259
ENSG00000168411.13	RFWD3	55159
ENSG00000168412.6	MTNR1A	4543
ENSG00000168418.7	KCNG4	93107
ENSG00000168421.12	RHOH	399
ENSG00000168427.8	KLHL30	377007
ENSG00000168434.12	COG7	91949
ENSG00000168438.14	CDC40	51362
ENSG00000168439.16	STIP1	10963
ENSG00000168447.10	SCNN1B	6338
ENSG00000168453.14	HR	55806
ENSG00000168454.11	TXNDC2	84203
ENSG00000168461.12	RAB31	11031
ENSG00000168476.11	REEP4	80346
ENSG00000168477.17	TNXB	7148
ENSG00000168481.8	LGI3	203190
ENSG00000168484.12	SFTPC	6440
ENSG00000168487.17	BMP1	649
ENSG00000168488.18	ATXN2L	11273
ENSG00000168490.13	PHYHIP	9796
ENSG00000168491.9	CCDC110	256309
ENSG00000168495.12	POLR3D	661
ENSG00000168496.3	FEN1	2237
ENSG00000168497.4	CAVIN2	8436
ENSG00000168502.17	MTCL1	23255
ENSG00000168505.6	GBX2	2637
ENSG00000168509.19	HFE2	148738
ENSG00000168515.3	SCGB1D1	10648
ENSG00000168517.10	HEXIM2	124790
ENSG00000168522.12	FNTA	2339
ENSG00000168528.11	SERINC2	347735
ENSG00000168530.15	MYL1	4632
ENSG00000168538.15	TRAPPC11	60684
ENSG00000168539.3	CHRM1	1128
ENSG00000168542.14	COL3A1	1281
ENSG00000168546.10	GFRA2	2675
ENSG00000168556.6	ING2	3622
ENSG00000168564.5	CDKN2AIP	55602
ENSG00000168566.12	SNRNP48	154007
ENSG00000168569.7	TMEM223	79064
ENSG00000168575.9	SLC20A2	6575
ENSG00000168582.4	CRYGA	1418
ENSG00000168589.14	DYNLRB2	83657
ENSG00000168591.15	TMUB2	79089
ENSG00000168594.15	ADAM29	11086
ENSG00000168610.14	STAT3	6774
ENSG00000168612.4	ZSWIM1	90204
ENSG00000168615.11	ADAM9	8754
ENSG00000168619.15	ADAM18	8749
ENSG00000168621.14	GDNF	2668
ENSG00000168631.12	DPCR1	135656
ENSG00000168634.4	WFDC13	164237
ENSG00000168646.12	AXIN2	8313
ENSG00000168653.10	NDUFS5	4725
ENSG00000168658.18	VWA3B	200403
ENSG00000168661.14	ZNF30	90075
ENSG00000168671.9	UGT3A2	167127
ENSG00000168672.3	FAM84B	157638
ENSG00000168675.18	LDLRAD4	753
ENSG00000168676.10	KCTD19	146212
ENSG00000168679.17	SLC16A4	9122
ENSG00000168685.14	IL7R	3575
ENSG00000168701.18	TMEM208	29100
ENSG00000168702.17	LRP1B	53353
ENSG00000168703.5	WFDC12	128488
ENSG00000168710.17	AHCYL1	10768
ENSG00000168724.14	DNAJC21	134218
ENSG00000168734.13	PKIG	11142
ENSG00000168743.12	NPNT	255743
ENSG00000168748.13	CA7	766
ENSG00000168754.14	FAM178B	51252
ENSG00000168757.12	TSPY2	64591
ENSG00000168758.10	SEMA4C	54910
ENSG00000168763.15	CNNM3	26505
ENSG00000168765.16	GSTM4	2948
ENSG00000168769.13	TET2	54790
ENSG00000168772.10	CXXC4	80319
ENSG00000168778.11	TCTN2	79867
ENSG00000168779.19	SHOX2	6474
ENSG00000168781.21	PPIP5K1	9677
ENSG00000168785.7	TSPAN5	10098
ENSG00000168792.4	ABHD15	116236
ENSG00000168795.4	ZBTB5	9925
ENSG00000168802.12	CHTF8	54921
ENSG00000168803.14	ADAL	161823
ENSG00000168806.7	LCMT2	9836
ENSG00000168807.16	SNTB2	6645
ENSG00000168811.6	IL12A	3592
ENSG00000168813.16	ZNF507	22847
ENSG00000168818.9	STX18	53407
ENSG00000168824.14	HGNC:18790	27065
ENSG00000168826.15	ZBTB49	166793
ENSG00000168827.14	GFM1	85476
ENSG00000168828.5	OR13J1	392309
ENSG00000168830.7	HTR1E	3354
ENSG00000168843.13	FSTL5	56884
ENSG00000168872.16	DDX19A	55308
ENSG00000168874.12	ATOH8	84913
ENSG00000168875.2	SOX14	8403
ENSG00000168876.8	ANKRD49	54851
ENSG00000168878.16	SFTPB	6439
ENSG00000168883.19	USP39	10713
ENSG00000168884.14	TNIP2	79155
ENSG00000168887.10	C2orf68	388969
ENSG00000168890.13	TMEM150A	129303
ENSG00000168894.9	RNF181	51255
ENSG00000168899.4	VAMP5	10791
ENSG00000168903.8	BTNL3	10917
ENSG00000168904.14	LRRC28	123355
ENSG00000168906.12	MAT2A	4144
ENSG00000168907.13	PLA2G4F	255189
ENSG00000168913.6	ENHO	375704
ENSG00000168916.15	ZNF608	57507
ENSG00000168917.8	SLC35G2	80723
ENSG00000168918.13	INPP5D	3635
ENSG00000168924.14	LETM1	3954
ENSG00000168925.10	CTRB1	1504
ENSG00000168928.12	CTRB2	440387
ENSG00000168930.13	TRIM49	57093
ENSG00000168936.10	TMEM129	92305
ENSG00000168938.5	PPIC	5480
ENSG00000168939.11	SPRY3	10251
ENSG00000168939.11_PAR_Y	SPRY3	10251
ENSG00000168944.15	CEP120	153241
ENSG00000168952.15	STXBP6	29091
ENSG00000168955.3	TM4SF20	79853
ENSG00000168958.19	MFF	56947
ENSG00000168959.14	GRM5	2915
ENSG00000168961.16	LGALS9	3965
ENSG00000168970.22	JMJD7-PLA2G4B	8681
ENSG00000168993.14	CPLX1	10815
ENSG00000168994.13	PXDC1	221749
ENSG00000168995.13	SIGLEC7	27036
ENSG00000169006.6	NTSR2	23620
ENSG00000169016.16	E2F6	1876
ENSG00000169018.5	FEM1B	10116
ENSG00000169019.10	COMMD8	54951
ENSG00000169020.9	ATP5I	521
ENSG00000169021.5	UQCRFS1	7386
ENSG00000169026.12	MFSD7	84179
ENSG00000169031.18	COL4A3	1285
ENSG00000169032.9	MAP2K1	5604
ENSG00000169035.11	KLK7	5650
ENSG00000169045.17	HNRNPH1	3187
ENSG00000169047.5	IRS1	3667
ENSG00000169057.21	MECP2	4204
ENSG00000169059.12	VCX3A	51481
ENSG00000169062.14	UPF3A	65110
ENSG00000169064.12	ZBBX	79740
ENSG00000169067.3	ACTBL2	345651
ENSG00000169071.14	ROR2	4920
ENSG00000169083.16	AR	367
ENSG00000169084.13	DHRSX	207063
ENSG00000169084.13_PAR_Y	DHRSX	207063
ENSG00000169085.11	C8orf46	254778
ENSG00000169087.10	HSPBAP1	79663
ENSG00000169093.15	ASMTL	8623
ENSG00000169093.15_PAR_Y	ASMTL	8623
ENSG00000169100.13	SLC25A6	293
ENSG00000169100.13_PAR_Y	SLC25A6	293
ENSG00000169105.7	CHST14	NA
ENSG00000169116.11	PARM1	25849
ENSG00000169118.17	CSNK1G1	53944
ENSG00000169122.11	FAM110B	90362
ENSG00000169126.15	ARMC4	55130
ENSG00000169129.14	AFAP1L2	84632
ENSG00000169131.11	ZNF354A	6940
ENSG00000169136.10	ATF5	22809
ENSG00000169139.11	UBE2V2	7336
ENSG00000169154.5	GOT1L1	137362
ENSG00000169155.9	ZBTB43	23099
ENSG00000169169.14	CPT1C	126129
ENSG00000169174.10	PCSK9	255738
ENSG00000169180.11	XPO6	23214
ENSG00000169181.12	GSG1L	146395
ENSG00000169184.5	MN1	4330
ENSG00000169188.4	APEX2	27301
ENSG00000169189.16	NSMCE1	197370
ENSG00000169193.11	CCDC126	90693
ENSG00000169194.9	IL13	3596
ENSG00000169203.16	NPIPB12	NA
ENSG00000169208.2	OR10G3	26533
ENSG00000169213.6	RAB3B	5865
ENSG00000169214.4	OR6F1	343169
ENSG00000169217.8	CD2BP2	10421
ENSG00000169218.13	RSPO1	284654
ENSG00000169220.17	RGS14	10636
ENSG00000169221.13	TBC1D10B	26000
ENSG00000169223.14	LMAN2	10960
ENSG00000169224.12	GCSAML	148823
ENSG00000169228.13	RAB24	53917
ENSG00000169230.9	PRELID1	27166
ENSG00000169231.13	THBS3	7059
ENSG00000169239.12	CA5B	11238
ENSG00000169241.17	SLC50A1	55974
ENSG00000169242.11	EFNA1	1942
ENSG00000169245.5	CXCL10	3627
ENSG00000169246.16	NPIPB3	23117
ENSG00000169247.11	SH3TC2	79628
ENSG00000169248.12	CXCL11	6373
ENSG00000169249.12	ZRSR2	8233
ENSG00000169251.12	NMD3	51068
ENSG00000169252.5	ADRB2	154
ENSG00000169255.13	B3GALNT1	8706
ENSG00000169258.6	GPRIN1	114787
ENSG00000169271.2	HSPB3	8988
ENSG00000169282.17	KCNAB1	7881
ENSG00000169288.17	MRPL1	65008
ENSG00000169291.9	SHE	126669
ENSG00000169297.7	NR0B1	190
ENSG00000169299.13	PGM2	55276
ENSG00000169302.14	STK32A	202374
ENSG00000169306.9	IL1RAPL1	11141
ENSG00000169313.9	P2RY12	64805
ENSG00000169314.14	C22orf15	150248
ENSG00000169327.5	OR5AU1	390445
ENSG00000169330.8	KIAA1024	23251
ENSG00000169340.9	PDILT	204474
ENSG00000169344.15	UMOD	7369
ENSG00000169347.16	GP2	2813
ENSG00000169359.13	SLC33A1	9197
ENSG00000169371.13	SNUPN	10073
ENSG00000169372.12	CRADD	8738
ENSG00000169375.15	SIN3A	25942
ENSG00000169379.15	ARL13B	200894
ENSG00000169385.2	RNASE2	6036
ENSG00000169393.8	ELSPBP1	64100
ENSG00000169397.3	RNASE3	6037
ENSG00000169398.19	PTK2	5747
ENSG00000169402.15	RSPH10B2	728194
ENSG00000169403.11	PTAFR	5724
ENSG00000169410.9	PTPN9	5780
ENSG00000169413.2	RNASE6	6039
ENSG00000169418.9	NPR1	4881
ENSG00000169427.6	KCNK9	51305
ENSG00000169429.10	CXCL8	3576
ENSG00000169432.14	SCN9A	6335
ENSG00000169435.13	RASSF6	166824
ENSG00000169436.16	COL22A1	169044
ENSG00000169439.11	SDC2	6383
ENSG00000169442.8	CD52	1043
ENSG00000169446.5	MMGT1	93380
ENSG00000169469.8	SPRR1B	6699
ENSG00000169474.4	SPRR1A	6698
ENSG00000169484.3	OR4K14	122740
ENSG00000169488.6	OR4K15	NA
ENSG00000169490.16	TM2D2	83877
ENSG00000169495.4	HTRA4	203100
ENSG00000169499.14	PLEKHA2	59339
ENSG00000169504.14	CLIC4	25932
ENSG00000169507.9	SLC38A11	151258
ENSG00000169508.6	GPR183	1880
ENSG00000169509.5	CRCT1	54544
ENSG00000169515.5	CCDC8	83987
ENSG00000169519.20	METTL15	196074
ENSG00000169548.3	ZNF280A	129025
ENSG00000169550.12	MUC15	143662
ENSG00000169551.12	CT55	54967
ENSG00000169554.18	ZEB2	9839
ENSG00000169562.9	GJB1	2705
ENSG00000169564.6	PCBP1	5093
ENSG00000169567.11	HINT1	3094
ENSG00000169570.9	DTWD2	285605
ENSG00000169575.4	VPREB1	7441
ENSG00000169583.12	CLIC3	9022
ENSG00000169592.14	INO80E	283899
ENSG00000169594.13	BNC1	646
ENSG00000169598.15	DFFB	1677
ENSG00000169599.12	NFU1	27247
ENSG00000169604.19	ANTXR1	84168
ENSG00000169605.5	GKN1	56287
ENSG00000169607.12	CKAP2L	150468
ENSG00000169609.13	C15orf40	123207
ENSG00000169612.3	FAM103A1	83640
ENSG00000169618.6	PROKR1	NA
ENSG00000169621.9	APLF	200558
ENSG00000169627.7	BOLA2B	654483
ENSG00000169629.11	RGPD8	727851
ENSG00000169635.9	HIC2	23119
ENSG00000169641.13	LUZP1	7798
ENSG00000169660.15	HEXDC	284004
ENSG00000169676.5	DRD5	1816
ENSG00000169679.14	BUB1	699
ENSG00000169682.17	SPNS1	83985
ENSG00000169683.7	LRRC45	201255
ENSG00000169684.13	CHRNA5	1138
ENSG00000169688.10	MT1B	4490
ENSG00000169689.14	CENPX	201254
ENSG00000169692.12	AGPAT2	10555
ENSG00000169696.15	ASPSCR1	79058
ENSG00000169704.4	GP9	2815
ENSG00000169710.8	FASN	2194
ENSG00000169714.16	CNBP	7555
ENSG00000169715.14	MT1E	4493
ENSG00000169717.6	ACTRT2	140625
ENSG00000169718.17	DUS1L	64118
ENSG00000169727.12	GPS1	2873
ENSG00000169733.11	RFNG	5986
ENSG00000169738.7	DCXR	51181
ENSG00000169740.13	ZNF32	7580
ENSG00000169744.12	LDB2	9079
ENSG00000169750.8	RAC3	5881
ENSG00000169752.16	NRG4	145957
ENSG00000169756.16	LIMS1	3987
ENSG00000169758.12	TMEM266	123591
ENSG00000169760.17	NLGN1	22871
ENSG00000169762.16	TAPT1	202018
ENSG00000169764.15	UGP2	7360
ENSG00000169777.6	TAS2R1	50834
ENSG00000169783.12	LINGO1	84894
ENSG00000169789.10	PRY	9081
ENSG00000169800.13	RBMY1F	159163
ENSG00000169807.10	PRY2	442862
ENSG00000169813.16	HNRNPF	3185
ENSG00000169814.12	BTD	686
ENSG00000169826.7	CSGALNACT2	55454
ENSG00000169836.4	TACR3	6870
ENSG00000169840.4	GSX1	219409
ENSG00000169851.15	PCDH7	5099
ENSG00000169855.19	ROBO1	6091
ENSG00000169856.8	ONECUT1	3175
ENSG00000169857.7	AVEN	57099
ENSG00000169860.6	P2RY1	5028
ENSG00000169862.18	CTNND2	1501
ENSG00000169871.12	TRIM56	81844
ENSG00000169876.13	MUC17	140453
ENSG00000169877.9	AHSP	51327
ENSG00000169884.13	WNT10B	7480
ENSG00000169885.9	CALML6	163688
ENSG00000169891.17	REPS2	9185
ENSG00000169894.17	MUC3A	4584
ENSG00000169895.5	SYAP1	94056
ENSG00000169896.16	ITGAM	3684
ENSG00000169900.7	PYDC1	260434
ENSG00000169902.13	TPST1	8460
ENSG00000169903.6	TM4SF4	7104
ENSG00000169905.12	TOR1AIP2	163590
ENSG00000169906.5	S100G	795
ENSG00000169908.11	TM4SF1	4071
ENSG00000169914.5	OTUD3	23252
ENSG00000169918.9	OTUD7A	161725
ENSG00000169919.16	GUSB	2990
ENSG00000169925.16	BRD3	8019
ENSG00000169926.10	KLF13	51621
ENSG00000169933.13	FRMPD4	9758
ENSG00000169946.13	ZFPM2	23414
ENSG00000169951.9	ZNF764	92595
ENSG00000169953.11	HSFY2	159119
ENSG00000169955.7	ZNF747	65988
ENSG00000169957.9	ZNF768	79724
ENSG00000169962.4	TAS1R3	83756
ENSG00000169964.7	TMEM42	131616
ENSG00000169967.16	MAP3K2	10746
ENSG00000169972.11	PUSL1	126789
ENSG00000169976.6	SF3B5	83443
ENSG00000169981.10	ZNF35	7584
ENSG00000169989.2	TIGD4	201798
ENSG00000169991.10	IFFO2	126917
ENSG00000169992.9	NLGN2	57555
ENSG00000169994.18	MYO7B	4648
ENSG00000170004.16	CHD3	1107
ENSG00000170006.11	TMEM154	201799
ENSG00000170011.13	MYRIP	25924
ENSG00000170017.12	ALCAM	214
ENSG00000170027.6	YWHAG	7532
ENSG00000170035.15	UBE2E3	10477
ENSG00000170037.13	CNTROB	116840
ENSG00000170043.11	TRAPPC1	58485
ENSG00000170044.8	ZPLD1	131368
ENSG00000170049.9	KCNAB3	9196
ENSG00000170054.14	SERPINA9	327657
ENSG00000170074.19	FAM153A	285596
ENSG00000170075.8	GPR37L1	9283
ENSG00000170085.17	SIMC1	375484
ENSG00000170088.13	TMEM192	201931
ENSG00000170091.10	HGNC:24955	51617
ENSG00000170092.14	SPDYE5	442590
ENSG00000170099.5	SERPINA6	866
ENSG00000170100.13	ZNF778	197320
ENSG00000170113.15	NIPA1	123606
ENSG00000170122.5	FOXD4	2298
ENSG00000170128.4	GPR25	2848
ENSG00000170142.11	UBE2E1	7324
ENSG00000170144.20	HNRNPA3	220988
ENSG00000170145.4	SIK2	23235
ENSG00000170153.10	RNF150	57484
ENSG00000170160.17	CCDC144A	9720
ENSG00000170162.13	VGLL2	245806
ENSG00000170166.5	HOXD4	3233
ENSG00000170175.10	CHRNB1	1140
ENSG00000170178.6	HOXD12	3238
ENSG00000170180.20	GYPA	2993
ENSG00000170185.9	USP38	84640
ENSG00000170190.15	SLC16A5	9121
ENSG00000170191.4	NANP	140838
ENSG00000170209.4	ANKK1	255239
ENSG00000170214.4	ADRA1B	147
ENSG00000170222.11	ADPRM	56985
ENSG00000170231.15	FABP6	2172
ENSG00000170234.12	PWWP2A	114825
ENSG00000170236.14	USP50	373509
ENSG00000170242.17	USP47	55031
ENSG00000170248.13	PDCD6IP	10015
ENSG00000170255.7	MRGPRX1	259249
ENSG00000170260.8	ZNF212	7988
ENSG00000170262.12	MRAP	56246
ENSG00000170264.12	FAM161A	84140
ENSG00000170265.11	ZNF282	8427
ENSG00000170266.15	GLB1	2720
ENSG00000170270.4	GON7	84520
ENSG00000170271.10	FAXDC2	10826
ENSG00000170275.14	CRTAP	10491
ENSG00000170276.5	HSPB2	3316
ENSG00000170279.2	C7orf33	202865
ENSG00000170289.12	CNGB3	54714
ENSG00000170290.3	SLN	6588
ENSG00000170291.14	ELP5	23587
ENSG00000170293.8	CMTM8	152189
ENSG00000170296.9	GABARAP	11337
ENSG00000170298.15	LGALS9B	284194
ENSG00000170310.14	STX8	9482
ENSG00000170312.15	CDK1	983
ENSG00000170315.13	UBB	7314
ENSG00000170322.14	NFRKB	4798
ENSG00000170323.8	FABP4	2167
ENSG00000170324.20	FRMPD2	143162
ENSG00000170325.14	PRDM10	56980
ENSG00000170340.10	B3GNT2	10678
ENSG00000170345.9	FOS	2353
ENSG00000170348.8	TMED10	10972
ENSG00000170364.12	SETMAR	6419
ENSG00000170365.9	SMAD1	4086
ENSG00000170367.4	CST5	1473
ENSG00000170369.3	CST2	1470
ENSG00000170370.11	EMX2	2018
ENSG00000170373.8	CST1	1469
ENSG00000170374.5	SP7	121340
ENSG00000170379.19	TCAF2	285966
ENSG00000170381.12	SEMA3E	9723
ENSG00000170382.11	LRRN2	10446
ENSG00000170385.9	SLC30A1	7779
ENSG00000170390.15	DCLK2	166614
ENSG00000170396.7	ZNF804A	91752
ENSG00000170412.16	GPRC5C	55890
ENSG00000170417.15	TMEM182	130827
ENSG00000170419.10	VSTM2A	222008
ENSG00000170421.12	KRT8	3856
ENSG00000170423.12	KRT78	196374
ENSG00000170425.3	ADORA2B	136
ENSG00000170426.1	SDR9C7	121214
ENSG00000170430.9	MGMT	4255
ENSG00000170439.6	METTL7B	196410
ENSG00000170442.11	KRT86	3892
ENSG00000170445.12	HARS	3035
ENSG00000170448.11	NFXL1	152518
ENSG00000170454.5	KRT75	9119
ENSG00000170456.15	DENND5B	160518
ENSG00000170458.13	CD14	929
ENSG00000170464.9	DNAJC18	202052
ENSG00000170465.9	KRT6C	286887
ENSG00000170468.7	RIOX1	79697
ENSG00000170469.10	SPATA24	202051
ENSG00000170471.14	RALGAPB	57148
ENSG00000170473.16	PYM1	84305
ENSG00000170476.15	MZB1	51237
ENSG00000170477.12	KRT4	3851
ENSG00000170482.16	SLC23A1	9963
ENSG00000170484.9	KRT74	121391
ENSG00000170485.16	NPAS2	4862
ENSG00000170486.10	KRT72	140807
ENSG00000170498.8	KISS1	3814
ENSG00000170500.12	LONRF2	164832
ENSG00000170502.12	NUDT9	53343
ENSG00000170509.11	HSD17B13	345275
ENSG00000170515.13	PA2G4	5036
ENSG00000170516.16	COX7B2	170712
ENSG00000170522.9	ELOVL6	79071
ENSG00000170523.3	KRT83	3889
ENSG00000170525.19	PFKFB3	5209
ENSG00000170537.12	TMC7	79905
ENSG00000170540.14	ARL6IP1	23204
ENSG00000170542.5	SERPINB9	5272
ENSG00000170545.16	SMAGP	57228
ENSG00000170549.3	IRX1	79192
ENSG00000170558.8	CDH2	1000
ENSG00000170561.12	IRX2	153572
ENSG00000170571.11	EMB	133418
ENSG00000170577.7	SIX2	10736
ENSG00000170579.16	DLGAP1	9229
ENSG00000170581.13	STAT2	6773
ENSG00000170584.10	NUDCD2	134492
ENSG00000170604.4	IRF2BP1	26145
ENSG00000170605.6	OR9K2	NA
ENSG00000170606.14	HSPA4	3308
ENSG00000170608.2	FOXA3	3171
ENSG00000170613.4	FAM71B	153745
ENSG00000170615.14	SLC26A5	375611
ENSG00000170619.9	COMMD5	28991
ENSG00000170624.13	SGCD	6444
ENSG00000170627.10	GTSF1	121355
ENSG00000170631.14	ZNF16	7564
ENSG00000170632.13	ARMC10	83787
ENSG00000170633.16	RNF34	80196
ENSG00000170634.12	ACYP2	98
ENSG00000170638.9	TRABD	80305
ENSG00000170647.3	TMEM133	83935
ENSG00000170653.18	ATF7	11016
ENSG00000170667.14	RASA4B	100271927
ENSG00000170677.5	SOCS6	9306
ENSG00000170681.6	CAVIN4	347273
ENSG00000170683.6	OR10A3	26496
ENSG00000170684.8	ZNF296	162979
ENSG00000170689.9	HOXB9	3219
ENSG00000170703.15	TTLL6	284076
ENSG00000170734.11	POLH	5429
ENSG00000170743.16	SYT9	143425
ENSG00000170745.11	KCNS3	3790
ENSG00000170748.6	RBMXL2	27288
ENSG00000170759.10	KIF5B	3799
ENSG00000170775.2	GPR37	2861
ENSG00000170776.21	AKAP13	11214
ENSG00000170777.10	TPD52L3	89882
ENSG00000170779.10	CDCA4	55038
ENSG00000170782.3	OR10A4	283297
ENSG00000170786.12	SDR16C5	195814
ENSG00000170788.13	DYDC1	143241
ENSG00000170790.5	OR10A2	341276
ENSG00000170791.17	CHCHD7	79145
ENSG00000170801.9	HTRA3	94031
ENSG00000170802.15	FOXN2	3344
ENSG00000170807.11	LMOD2	442721
ENSG00000170819.4	BFSP2	8419
ENSG00000170820.11	FSHR	2492
ENSG00000170832.12	USP32	84669
ENSG00000170835.14	CEL	1056
ENSG00000170836.11	PPM1D	8493
ENSG00000170837.2	GPR27	2850
ENSG00000170848.15	PSG6	5675
ENSG00000170852.10	KBTBD2	25948
ENSG00000170854.17	RIOX2	84864
ENSG00000170855.3	TRIAP1	51499
ENSG00000170860.3	LSM3	27258
ENSG00000170871.11	KIAA0232	9778
ENSG00000170873.18	MTSS1	9788
ENSG00000170876.7	TMEM43	79188
ENSG00000170881.4	RNF139	11236
ENSG00000170889.13	RPS9	6203
ENSG00000170890.13	PLA2G1B	5319
ENSG00000170891.10	CYTL1	54360
ENSG00000170892.10	TSEN34	79042
ENSG00000170893.3	TRH	7200
ENSG00000170899.10	GSTA4	2941
ENSG00000170903.10	MSANTD4	84437
ENSG00000170906.15	NDUFA3	4696
ENSG00000170909.13	OSCAR	126014
ENSG00000170915.8	PAQR8	85315
ENSG00000170917.13	NUDT6	11162
ENSG00000170920.2	OR7G3	390883
ENSG00000170921.15	TANC2	26115
ENSG00000170923.3	OR7G2	390882
ENSG00000170925.3	TEX13B	56156
ENSG00000170927.14	PKHD1	5314
ENSG00000170929.6	OR1M1	125963
ENSG00000170935.7	NCBP2L	392517
ENSG00000170946.14	DNAJC24	120526
ENSG00000170948.3	MBD3L1	85509
ENSG00000170949.17	ZNF160	90338
ENSG00000170950.5	PGK2	5232
ENSG00000170953.3	OR8B12	219858
ENSG00000170954.11	ZNF415	55786
ENSG00000170955.9	CAVIN3	112464
ENSG00000170956.16	CEACAM3	1084
ENSG00000170959.14	DCDC1	341019
ENSG00000170961.6	HAS2	3037
ENSG00000170962.12	PDGFD	80310
ENSG00000170965.9	PLAC1	10761
ENSG00000170967.4	DDI1	414301
ENSG00000170989.8	S1PR1	1901
ENSG00000171004.18	HS6ST2	90161
ENSG00000171014.2	OR4D5	219875
ENSG00000171016.11	PYGO1	26108
ENSG00000171017.10	LRRC8E	80131
ENSG00000171033.12	PKIA	5569
ENSG00000171044.10	XKR6	286046
ENSG00000171045.14	TSNARE1	203062
ENSG00000171049.8	FPR2	2358
ENSG00000171051.8	FPR1	2357
ENSG00000171053.9	PATE1	160065
ENSG00000171054.7	OR13H1	347468
ENSG00000171055.14	FEZ2	9637
ENSG00000171056.7	SOX7	83595
ENSG00000171060.10	C8orf74	203076
ENSG00000171067.10	C11orf24	53838
ENSG00000171094.17	ALK	238
ENSG00000171097.13	KYAT1	883
ENSG00000171100.14	MTM1	4534
ENSG00000171102.14	OBP2B	29989
ENSG00000171103.10	TRMT61B	55006
ENSG00000171105.13	INSR	3643
ENSG00000171109.18	MFN1	55669
ENSG00000171115.3	GIMAP8	155038
ENSG00000171116.7	HSFX1	100506164
ENSG00000171119.2	NRTN	4902
ENSG00000171121.16	KCNMB3	27094
ENSG00000171124.12	FUT3	2525
ENSG00000171126.7	KCNG3	170850
ENSG00000171130.17	ATP6V0E2	155066
ENSG00000171132.13	PRKCE	5581
ENSG00000171133.3	OR2K2	26248
ENSG00000171135.13	JAGN1	84522
ENSG00000171136.6	RLN3	117579
ENSG00000171148.13	TADA3	10474
ENSG00000171150.7	SOCS5	9655
ENSG00000171155.7	C1GALT1C1	29071
ENSG00000171159.4	C9orf16	79095
ENSG00000171160.17	MORN4	118812
ENSG00000171161.12	ZNF672	79894
ENSG00000171163.15	ZNF692	55657
ENSG00000171169.8	NAIF1	203245
ENSG00000171174.13	RBKS	64080
ENSG00000171180.2	OR2M4	26245
ENSG00000171189.17	GRIK1	2897
ENSG00000171195.10	MUC7	4589
ENSG00000171199.10	OPRPN	58503
ENSG00000171201.10	SMR3B	10879
ENSG00000171202.6	TMEM126A	84233
ENSG00000171204.12	TMEM126B	55863
ENSG00000171206.13	TRIM8	81603
ENSG00000171208.9	NETO2	81831
ENSG00000171209.3	CSN3	1448
ENSG00000171217.5	CLDN20	49861
ENSG00000171219.8	CDC42BPG	55561
ENSG00000171222.10	SCAND1	51282
ENSG00000171223.5	JUNB	3726
ENSG00000171224.8	C10orf35	219738
ENSG00000171227.6	TMEM37	140738
ENSG00000171234.13	UGT2B7	7364
ENSG00000171236.9	LRG1	116844
ENSG00000171241.8	SHCBP1	79801
ENSG00000171243.7	SOSTDC1	25928
